Age,Gender,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Attrition,Department_HR,Department_IT,Department_Operations,Department_Sales
0.4791675466821277,1,-1.3017215125779145,0.5038331190266557,0,2.0,3,1.9004579268936692,0,True,False,False,False
-0.22119402413730277,1,-0.7788371359307451,-0.23238719190600465,0,2.0,2,0.5191237673070924,0,True,False,False,False
0.7593121750098999,0,-0.3557955403096616,1.9762737408919764,0,1.0,2,1.9004579268936692,0,False,False,False,True
1.7398183741571025,1,-0.09198273328079863,1.485460200270203,0,3.0,3,-0.1715433124861959,0,True,False,False,False
-0.22119402413730277,0,-0.23847000438739543,-0.47779396221689135,0,1.0,3,-0.8622103922794844,1,False,True,False,False
-0.22119402413730277,0,-0.6536988264976734,-0.23238719190600465,0,1.0,4,2.5911250066869576,0,True,False,False,False
1.7398183741571025,0,-1.1253671244500094,1.9762737408919764,0,2.0,2,-1.552877472072773,0,False,False,False,True
0.899384489173786,0,-0.6574668155508852,0.7492398893375424,0,4.0,1,-0.1715433124861959,1,True,False,False,False
-0.5013386524650749,0,-0.42587835092258963,-0.23238719190600465,1,1.0,1,2.5911250066869576,0,False,False,False,True
0.6192398608460138,1,-1.3017215125779145,0.7492398893375424,0,3.0,2,1.209790847100381,0,False,False,False,True
-0.5013386524650749,0,-0.8257316347636015,-0.7232007325277782,1,2.0,1,1.9004579268936692,0,False,False,False,True
-0.5013386524650749,1,-0.48474648321600594,-0.47779396221689135,0,2.0,2,-0.8622103922794844,0,False,False,False,True
0.1990229183543555,1,0.3066562223345347,0.9946466596484291,0,4.0,3,-0.1715433124861959,1,False,False,False,False
-1.7619894799400497,1,-0.20811179874540925,-1.4594210434604384,0,2.0,4,-0.8622103922794844,0,False,True,False,False
-1.7619894799400497,0,-0.8109811183752011,-1.4594210434604384,1,1.0,1,-0.1715433124861959,1,True,False,False,False
-0.641410966628961,1,0.4209548665766148,-0.7232007325277782,0,4.0,4,-0.1715433124861959,0,False,False,False,False
-1.2017002232845053,1,-0.7612561633104296,-1.4594210434604384,0,2.0,3,0.5191237673070924,0,False,False,False,True
0.3390952325182416,1,0.44369673415606775,0.25842634871576875,0,2.0,3,0.5191237673070924,0,False,True,False,False
-1.0616279091206193,0,-1.3017215125779145,-0.23238719190600465,1,1.0,3,-0.8622103922794844,0,True,False,False,False
-1.6219171657761637,0,-0.24133617615536,-1.4594210434604384,1,2.0,2,-0.8622103922794844,1,False,False,False,True
1.5997460599932165,0,-0.14247110792862602,1.485460200270203,1,2.0,3,1.209790847100381,0,False,False,False,True
-0.22119402413730277,0,0.7873426931393439,0.25842634871576875,1,2.0,1,-0.1715433124861959,0,False,False,False,True
0.05895060419046941,1,-1.3017215125779145,0.5038331190266557,1,2.0,2,-0.1715433124861959,0,False,False,False,True
-1.6219171657761637,1,-1.3017215125779145,-0.7232007325277782,0,1.0,2,1.209790847100381,0,False,False,False,True
-0.641410966628961,0,-0.9290477516704921,-1.4594210434604384,0,2.0,3,-0.1715433124861959,0,False,False,False,True
0.05895060419046941,1,1.5363421285152392,0.25842634871576875,0,3.0,3,-0.8622103922794844,0,False,False,False,False
-1.3417725374483915,1,-1.3017215125779145,-1.4594210434604384,0,3.0,4,2.5911250066869576,0,False,False,True,False
0.4791675466821277,1,-0.016622952216572107,0.01301957840488205,0,1.0,3,-0.1715433124861959,1,False,False,False,False
-0.641410966628961,1,0.9390533613931649,-0.23238719190600465,0,2.0,3,-0.8622103922794844,1,False,True,False,False
-0.36126633830118887,1,-0.14247110792862602,-0.23238719190600465,0,4.0,4,1.9004579268936692,0,True,False,False,False
-0.641410966628961,0,0.33496078465368184,-0.23238719190600465,0,4.0,3,-1.552877472072773,0,False,False,False,True
2.0199630024848747,1,-0.4974701429336029,1.240053429959316,1,2.0,2,0.5191237673070924,1,False,False,True,False
-0.08112170997341668,0,-0.6581721973878606,0.5038331190266557,0,1.0,4,-1.552877472072773,1,False,True,False,False
-1.2017002232845053,1,0.9593308569852098,-0.7232007325277782,1,1.0,3,-0.1715433124861959,0,False,True,False,False
0.899384489173786,1,0.5258960403737525,1.240053429959316,1,1.0,3,2.5911250066869576,0,False,False,False,True
-1.3417725374483915,1,0.35730085245257864,-1.4594210434604384,1,2.0,2,-0.1715433124861959,0,False,False,True,False
0.1990229183543555,0,0.7165902162254906,0.7492398893375424,0,3.0,3,0.5191237673070924,0,True,False,False,False
-1.7619894799400497,1,1.0882192977034675,-1.4594210434604384,0,2.0,2,0.5191237673070924,0,True,False,False,False
-1.4818448516122775,0,-1.3017215125779145,-1.4594210434604384,1,1.0,3,-0.1715433124861959,0,False,False,False,True
0.1990229183543555,0,0.4290444354918028,0.5038331190266557,0,3.0,4,0.5191237673070924,1,True,False,False,False
0.7593121750098999,0,-1.3017215125779145,0.9946466596484291,0,4.0,2,-0.1715433124861959,0,False,False,False,True
0.1990229183543555,1,0.7607435476665555,-0.23238719190600465,0,3.0,2,-1.552877472072773,0,False,True,False,False
-0.08112170997341668,1,-0.14247110792862602,0.9946466596484291,0,3.0,2,0.5191237673070924,0,False,True,False,False
-0.36126633830118887,1,1.6372563756228076,0.5038331190266557,0,1.0,3,-0.1715433124861959,0,False,True,False,False
-1.6219171657761637,0,0.6378553170045966,-1.2140142731495518,1,1.0,1,0.5191237673070924,0,True,False,False,False
-0.7814832807928471,1,0.9159811251052549,-0.47779396221689135,1,2.0,2,2.5911250066869576,0,False,True,False,False
-0.5013386524650749,0,0.6252298750111347,-0.23238719190600465,0,2.0,3,0.5191237673070924,0,False,True,False,False
1.179529117501558,0,-0.35746524161997084,0.25842634871576875,1,2.0,3,-0.8622103922794844,1,False,False,False,True
0.3390952325182416,1,0.3716674268284481,0.25842634871576875,0,3.0,3,1.209790847100381,0,False,True,False,False
-1.7619894799400497,1,-0.11178699802018835,-1.4594210434604384,1,1.0,2,0.5191237673070924,0,False,False,True,False
0.3390952325182416,0,0.8792298385104269,0.01301957840488205,0,1.0,3,0.5191237673070924,1,True,False,False,False
-0.5013386524650749,1,0.489948353340036,-0.7232007325277782,0,2.0,1,-0.8622103922794844,0,False,False,False,True
-0.7814832807928471,1,0.15369551031898462,-1.4594210434604384,1,3.0,2,-0.1715433124861959,0,False,True,False,False
0.6192398608460138,0,0.5600936661410488,0.01301957840488205,1,1.0,3,-0.8622103922794844,0,False,True,False,False
1.179529117501558,1,1.1218633326619984,1.485460200270203,0,1.0,4,-0.8622103922794844,0,False,False,False,False
1.039456803337672,0,-0.9949072001455783,1.7308669705810895,0,1.0,1,-0.1715433124861959,0,False,False,False,False
-0.9215555949567332,0,-1.0363461508468903,-1.2140142731495518,0,1.0,4,0.5191237673070924,0,False,False,False,True
-0.36126633830118887,0,0.5195297460729471,-0.23238719190600465,0,2.0,2,0.5191237673070924,0,False,False,False,True
0.3390952325182416,1,-1.3017215125779145,0.7492398893375424,0,2.0,4,-0.1715433124861959,0,False,False,False,True
1.039456803337672,1,2.607331630812961,0.5038331190266557,0,4.0,3,-0.8622103922794844,0,False,False,False,False
-0.5013386524650749,0,0.17592843150973264,-0.23238719190600465,1,1.0,1,-0.1715433124861959,0,False,False,False,True
-0.22119402413730277,1,-0.44334324805074427,-0.23238719190600465,0,3.0,3,-0.1715433124861959,1,False,False,False,True
-1.2017002232845053,1,-0.14247110792862602,-0.47779396221689135,1,2.0,3,1.209790847100381,0,False,False,True,False
-1.3417725374483915,1,-1.3017215125779145,-1.4594210434604384,1,1.0,1,0.5191237673070924,1,False,False,False,True
0.899384489173786,1,0.021298018183872586,0.25842634871576875,0,2.0,1,1.209790847100381,0,False,True,False,False
-0.08112170997341668,1,0.8781762301969691,1.485460200270203,0,2.0,4,0.5191237673070924,0,True,False,False,False
-0.08112170997341668,0,0.2516007235143911,0.01301957840488205,0,4.0,3,-0.1715433124861959,0,False,False,False,False
1.179529117501558,1,0.08673780911037958,0.9946466596484291,1,3.0,3,-0.1715433124861959,0,False,False,False,True
0.3390952325182416,1,-0.701575502571889,0.5038331190266557,1,3.0,1,-0.1715433124861959,0,False,False,False,False
-0.7814832807928471,0,-1.3017215125779145,-1.2140142731495518,1,1.0,3,1.209790847100381,0,False,False,False,True
0.3390952325182416,0,1.2888870369969991,-0.47779396221689135,0,2.0,3,-1.552877472072773,0,True,False,False,False
1.7398183741571025,1,-0.14247110792862602,1.240053429959316,0,3.0,4,0.5191237673070924,0,False,True,False,False
-0.08112170997341668,1,-0.2715068752330866,-0.23238719190600465,0,3.0,1,1.209790847100381,0,False,True,False,False
